package_ndc,generic_name,dosage_form,presentation,company_name,initial_posting_date,update_date,discontinued_date,availability,status,shortage_reason,therapeutic_category,update_type,related_info,shortage,manufacturer_count,shortage_frequency,drug_shortage_frequency,log_drug_freq,complexity_Low,complexity_Medium
0409-1755-50,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Injection,"Marcaine With Epinephrine, Injection, Marcaine with Epinephrine 1:200,000 as the bitartrate 250 mg/50 mL (5 mg/mL 1:200,000) (NDC 0409-1755-50)","Hospira, Inc., a Pfizer Company",2018-02-20,2026-03-27,,Available,Current,Unavailable,Anesthesia,Reverified,,0,2,1,20,3.044522437723423,False,False
0409-1312-36,Hydromorphone Hydrochloride Injection,Injection,"Hydromorphone Hydrochloride, Injection, 2 mg/1 mL (NDC 0409-1312-36)","Hospira, Inc., a Pfizer Company",2017-10-31,2026-03-27,,Unavailable,Current,Other,Analgesia/Addiction,Revised,Next Delivery and Estimated Recovery: March 2026; Shortage per Manufacturer: Manufacturing Delay,1,4,1,26,3.295836866004329,False,False
0409-2308-01,Midazolam Hydrochloride Injection,Injection,"Midazolam Hydrochloride Preservative Free, Injection, 5 mg/mL (5 mg/mL) (NDC 0409-2308-01)","Hospira, Inc., a Pfizer Company",2020-04-02,2026-03-27,,Available,Current,Unavailable,"Anesthesia, Neurology",Reverified,,0,6,1,30,3.4339872044851463,False,False
0409-1434-01,Dexmedetomidine Hydrochloride Injection,Injection,"Precedex, Injection, 1000 mcg/250 mL Single Dose Glass Bottle (NDC 0409-1434-01)",Pfizer Inc.,2020-04-10,2026-03-27,,Available,Current,Unavailable,Anesthesia,Reverified,,0,14,1,52,3.970291913552122,False,False
0409-6102-04,Furosemide Injection,Injection,"Furosemide, Injection, 40 mg/4 mL (10 mg/1 mL) (NDC 0409-6102-04)","Hospira, Inc., a Pfizer Company",2020-04-07,2026-03-27,,Available,Current,Unavailable,Cardiovascular,Reverified,,0,9,1,33,3.5263605246161616,False,False
0409-1454-20,Dexmedetomidine Hydrochloride Injection,Injection,"Precedex, Injection, 200 mcg/50 mL (4 mcg/mL) (NDC 0409-1454-20)",Pfizer Inc.,2020-04-10,2026-03-27,,Available,Current,Unavailable,Anesthesia,Reverified,,0,14,1,52,3.970291913552122,False,False
0409-1403-10,Rocuronium Bromide Injection,Injection,"Rocuronium Bromide, Injection, 50 mg/5 mL (10 mg/mL) (NDC 0409-1403-10)","Hospira, Inc., a Pfizer Company",2023-02-15,2026-03-27,,Available,Current,Unavailable,Anesthesia,Reverified,,0,11,1,26,3.295836866004329,False,False
0009-0306-02,Methylprednisolone Acetate Injection,Injection,"Depo-medrol, Injection, 80 mg/1 mL (NDC 0009-0306-02)",Pfizer Inc.,2021-12-15,2026-03-27,,Available,Current,Unavailable,Rheumatology,Reverified,,0,5,1,23,3.1780538303479458,False,False
0409-4713-32,Lidocaine Hydrochloride Injection,Injection,"Lidocaine Hydrochloride Preservative Free, Injection, 200 mg/2 mL (1%; 10 mg/mL) (NDC 0409-4713-32)","Hospira, Inc., a Pfizer Company",2012-02-22,2026-03-27,,Available,Current,Unavailable,"Anesthesia, Pediatric",Reverified,,0,10,1,70,4.2626798770413155,False,False
0409-1660-50,Dexmedetomidine Hydrochloride Injection,Injection,"Precedex, Injection, 200 mcg/50 mL (4 mcg/mL) (NDC 0409-1660-50)",Pfizer Inc.,2020-04-10,2026-03-27,,Available,Current,Unavailable,Anesthesia,Reverified,,0,14,1,52,3.970291913552122,False,False
61703-124-40,Methotrexate Sodium Injection,Injection,"Methotrexate Sodium, Injection, 1 g/40 mL (25 mg/mL) (NDC 61703-124-40)","Hospira, Inc., a Pfizer Company",2023-03-13,2026-03-27,,Available,Current,Unavailable,"Rheumatology, Oncology",Reverified,,0,5,1,14,2.70805020110221,False,False
0409-7299-25,Sodium Acetate Injection,Injection,"Sodium Acetate, Injection, 40 mEq/20 mL (2 mEq/mL) (NDC 0409-7299-25)","Hospira, Inc., a Pfizer Company",2016-02-03,2026-03-27,,Available,Current,Unavailable,"Endocrinology/Metabolism, Gastroenterology, Pediatric, Total Parenteral Nutrition",Reverified,,0,4,1,12,2.5649493574615367,False,False
0409-1323-05,Lidocaine Hydrochloride Injection,Injection,"Lidocaine Hydrochloride Preservative Free In Plastic Container, Injection, 100 mg/5mL (2%,20 mg/1 mL) Syringes (NDC 0409-1323-05)","Hospira, Inc., a Pfizer Company",2012-02-22,2026-03-27,,Unavailable,Current,Other,"Anesthesia, Pediatric",Revised,Next Delivery: April 2026; Estimated Recovery: June 2026; Shortage per Manufacturer: Manufacturing Delay,1,10,1,70,4.2626798770413155,False,False
60793-701-10,Penicillin G Benzathine Injection,Injection,"Bicillin L-A, Injection, 1200000 [iU]/2 mL (NDC 60793-701-10)",Pfizer Inc.,2023-04-26,2026-03-27,,Limited Availability,Current,Other,Anti-Infective,Revised,Limited Supply Available. Next Delivery: August 2026; Estimated Recovery: December 2026; Shortage per Manufacturer: Manufacturing Delay,1,2,1,4,1.6094379124341003,False,False
0409-4596-20,Dexmedetomidine Hydrochloride Injection,Injection,"Precedex, Injection, 200 mcg/50 mL (4 mcg/mL) (NDC 0409-4596-20)",Pfizer Inc.,2020-04-10,2026-03-27,,Available,Current,Unavailable,Anesthesia,Reverified,,0,14,1,52,3.970291913552122,False,False
0409-9045-01,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Injection,"Bupivacaine Hydrochloride And Epinephrine, Injection, 50 mg/10 mL (5 mg/mL) (NDC 0409-9045-01)","Hospira, Inc., a Pfizer Company",2018-02-20,2026-03-27,,Unavailable,Current,Other,Anesthesia,Revised,Next Delivery and Estimated Recovery: December 2028; Shortage per Manufacturer: Manufacturing Delay,1,2,1,20,3.044522437723423,False,False
0409-3382-21,Sufentanil Citrate Injection,Injection,"Sufentanil Citrate, Injection, 50 ug/1 mL (NDC 0409-3382-21)","Hospira, Inc., a Pfizer Company",2022-05-03,2026-03-27,,Available,Current,Unavailable,"Analgesia/Addiction, Pediatric",Reverified,,0,2,1,4,1.6094379124341003,False,False
0409-1805-01,Hydromorphone Hydrochloride Injection,Injection,"Hydromorphone Hydrochloride, Injection, 0.25 mg/ 0.5 mL NexJect™ Single-dose Syringe Luer Lock (no needle) (NDC 0409-1805-01)","Hospira, Inc., a Pfizer Company",2017-11-01,2026-03-27,,Limited Availability,Current,Other,Analgesia/Addiction,Revised,Limited Supply Available. Next Delivery and Estimated Recovery: June 2026; Shortage per Manufacturer: Manufacturing Delay,1,4,1,26,3.295836866004329,False,False
0409-2305-05,Midazolam Hydrochloride Injection,Injection,"Midazolam Hydrochloride Preservative Free, Injection, 5 mg/5 mL (1 mg/mL) (NDC 0409-2305-05)","Hospira, Inc., a Pfizer Company",2020-04-02,2026-03-27,,Available,Current,Unavailable,"Anesthesia, Neurology",Reverified,,0,6,1,30,3.4339872044851463,False,False
0009-0274-01,Methylprednisolone Acetate Injection,Injection,"Depo-medrol, Injection, 20 mg/1 mL (NDC 0009-0274-01)",Pfizer Inc.,2021-12-15,2026-03-27,,Available,Current,Unavailable,Rheumatology,Reverified,,0,5,1,23,3.1780538303479458,False,False
61703-600-05,Carboplatin Injection,Injection,"Carboplatin, Injection, 600 mg/60 mL (10 mg/mL) (NDC 61703-600-05)","Hospira, Inc., a Pfizer Company",2023-04-28,2026-03-27,,Available,Current,Unavailable,Oncology,Reverified,,0,8,1,29,3.4011973816621555,False,False
0409-3365-10,Hydromorphone Hydrochloride Injection,Injection,"Hydromorphone Hydrochloride, Injection, 2 mg/1 mL (NDC 0409-3365-10)","Hospira, Inc., a Pfizer Company",2017-10-31,2026-03-27,,Limited Availability,Current,Other,Analgesia/Addiction,Revised,Limited Supply Available. Next Delivery: May 2026; Estimated Recovery: June 2026; Shortage per Manufacturer: Manufacturing Delay,1,4,1,26,3.295836866004329,False,False
0409-3182-02,"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Injection,"Lidocaine Hydrochloride and Epinephrine, Injection, 600 mg/30 mL (2%; 1:100,000) (NDC 0409-3182-02)","Hospira, Inc., a Pfizer Company",2012-02-22,2026-03-27,,Available,Current,Unavailable,"Anesthesia, Pediatric",Reverified,,0,2,1,22,3.1354942159291497,False,False
0409-1752-50,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Injection,"Marcaine With Epinephrine, Injection, Marcaine with Epinephrine 1:200,000 as the bitartrate 125 mg/50 mL (2.5 mg/mL 1:200,000) (NDC 0409-1752-50)","Hospira, Inc., a Pfizer Company",2018-02-20,2026-03-27,,Available,Current,Unavailable,Anesthesia,Reverified,,0,2,1,20,3.044522437723423,False,False
0409-4910-34,Atropine Sulfate Injection,Injection,"Atropine Sulfate, Injection, (Adult) 0.5 mg/5 mL (0.1 mg/mL) LifeShield® ABBOJECT® Glass Syringe (20 G x 1 1/2) (NDC 0409-4910-34)""","Hospira, Inc., a Pfizer Company",2012-01-01,2026-03-27,,Unavailable,Current,Discontinuation of the manufacture of the drug,"Anesthesia, Neurology, Pediatric",Reverified,Discontinuation of the manufacture of the drug,1,7,2,18,2.9444389791664403,False,False
0409-6102-27,Furosemide Injection,Injection,"Furosemide, Injection, 100 mg/ 10mL (10 mg/1 mL) (NDC 0409-6102-27)","Hospira, Inc., a Pfizer Company",2020-04-07,2026-03-27,,Unavailable,Current,Other,Cardiovascular,Revised,Next Delivery and Estimated Recovery: December 2028; Shortage per Manufacturer: Manufacturing Delay,1,9,1,33,3.5263605246161616,False,False
0409-4900-14,Sodium Bicarbonate Injection,Injection,"Sodium Bicarbonate, Injection, 10 mEq/10 mL (8.4%, 1 mEq/mL) Syringes (NDC 0409-4900-14)","Hospira, Inc., a Pfizer Company",2017-03-01,2026-03-27,,Unavailable,Current,Discontinuation of the manufacture of the drug,"Endocrinology/Metabolism, Gastroenterology, Pediatric",Reverified,Discontinuation of the manufacture of the drug,1,5,2,19,2.995732273553991,False,False
0409-9094-61,Fentanyl Citrate Injection,Injection,"Fentanyl Citrate, Injection, 2500 mcg/50 mL (50 ug/1 mL) (NDC 0409-9094-61)","Hospira, Inc., a Pfizer Company",2012-01-01,2026-03-27,,Available,Current,Unavailable,"Analgesia/Addiction, Pediatric",Reverified,,0,3,1,19,2.995732273553991,False,False
0409-5555-02,Sodium Bicarbonate Injection,Injection,"Sodium Bicarbonate, Injection, 2.5 mEq/5 mL (4.2%, 0.5 mEq/mL) (NDC 0409-5555-02)","Hospira, Inc., a Pfizer Company",2017-03-01,2026-03-27,,Unavailable,Current,Other,"Endocrinology/Metabolism, Gastroenterology, Pediatric",Revised,Next Delivery: April 2026; Estimated Recovery: June 2026; Shortage per Manufacturer: Manufacturing Delay,1,5,1,19,2.995732273553991,False,False
61703-262-05,Carboplatin Injection,Injection,"Carboplatin, Injection, 450 mg/45 mL (10 mg/mL) (NDC 61703-262-05)","Hospira, Inc., a Pfizer Company",2023-04-28,2026-03-27,,Available,Current,Unavailable,Oncology,Reverified,,0,8,1,29,3.4011973816621555,False,False
61703-360-18,Carboplatin Injection,Injection,"Carboplatin, Injection, 50 mg/5 mL (10 mg/mL) (NDC 61703-360-18)","Hospira, Inc., a Pfizer Company",2023-04-28,2026-03-27,,Available,Current,Unavailable,Oncology,Reverified,,0,8,1,29,3.4011973816621555,False,False
0409-7853-24,Dexmedetomidine Hydrochloride Injection,Injection,"Precedex, Injection, 400 mcg/100 mL (NDC 0409-7853-24)",Pfizer Inc.,2020-04-10,2026-03-27,,Available,Current,Unavailable,Anesthesia,Reverified,,0,14,1,52,3.970291913552122,False,False
0409-1179-30,Meperidine Hydrochloride Injection,Injection,"Demerol, Injection, 75 mg/1 mL (NDC 0409-1179-30)","Hospira, Inc., a Pfizer Company",2025-05-30,2026-03-27,,Unavailable,Current,Other,Analgesia/Addiction,Revised,Next Delivery and Estimated Recovery: December 2027; Shortage per Manufacturer: Manufacturing Delay,1,2,1,10,2.3978952727983707,False,False
0409-4277-01,Lidocaine Hydrochloride Injection,Injection,"Lidocaine Hydrochloride In Plastic Container, Injection, 400 mg/20 mL (2%; 20 mg/mL) (NDC 0409-4277-01)","Hospira, Inc., a Pfizer Company",2012-02-22,2026-03-27,,Available,Current,Unavailable,"Anesthesia, Pediatric",Reverified,,0,10,1,70,4.2626798770413155,False,False
0409-4276-01,Lidocaine Hydrochloride Injection,Injection,"Lidocaine Hydrochloride In Plastic Container, Injection, 200 mg/20 mL (1%; 10 mg/mL) (NDC 0409-4276-01)","Hospira, Inc., a Pfizer Company",2012-02-22,2026-03-27,,Available,Current,Unavailable,"Anesthesia, Pediatric",Reverified,,0,10,1,70,4.2626798770413155,False,False
0409-1160-01,Bupivacaine Hydrochloride Injection,Injection,"Bupivacaine Hydrochloride, Injection, 125 mg/50 mL (2.5 mg/mL) (NDC 0409-1160-01)","Hospira, Inc., a Pfizer Company",2018-02-20,2026-03-27,,Available,Current,Unavailable,Anesthesia,Reverified,,0,6,1,42,3.7612001156935624,False,False
0409-4916-14,Sodium Bicarbonate Injection,Injection,"Sodium Bicarbonate, Injection, 44.6 mEq/50 mL (7.5%, 0.9 mEq/mL) Syringes (NDC 0409-4916-14)","Hospira, Inc., a Pfizer Company",2017-03-01,2026-03-27,,Unavailable,Current,Discontinuation of the manufacture of the drug,"Endocrinology/Metabolism, Gastroenterology, Pediatric",Reverified,Discontinuation of the manufacture of the drug,1,5,2,19,2.995732273553991,False,False
0409-1162-01,Bupivacaine Hydrochloride Injection,Injection,"Bupivacaine Hydrochloride, Injection, 50 mg/10 mL (5 mg/mL) (NDC 0409-1162-01)","Hospira, Inc., a Pfizer Company",2018-02-20,2026-03-27,,Available,Current,Unavailable,Anesthesia,Reverified,,0,6,1,42,3.7612001156935624,False,False
0409-1178-30,Meperidine Hydrochloride Injection,Injection,"Demerol, Injection, 50 mg/1 mL (NDC 0409-1178-30)","Hospira, Inc., a Pfizer Company",2025-05-30,2026-03-27,,Unavailable,Current,Other,Analgesia/Addiction,Revised,Next Delivery: April 2026; Estimated Recovery: June 2026; Shortage per Manufacturer: Manufacturing Delay,1,2,1,10,2.3978952727983707,False,False
0409-1312-30,Hydromorphone Hydrochloride Injection,Injection,"Hydromorphone Hydrochloride, Injection, 2 mg/1 mL Syringes (NDC 0409-1312-30)","Hospira, Inc., a Pfizer Company",2017-10-31,2026-03-27,,Unavailable,Current,Other,Analgesia/Addiction,Revised,Next Delivery and Estimated Recovery: March 2026; Shortage per Manufacturer: Manufacturing Delay,1,4,1,26,3.295836866004329,False,False
0409-1134-05,Morphine Sulfate Injection,Injection,"Morphine Sulfate, Injection, 50 mg/1 mL (NDC 0409-1134-05)","Hospira, Inc., a Pfizer Company",2017-10-31,2026-03-27,,Available,Current,Unavailable,Analgesia/Addiction,Reverified,,0,5,1,25,3.258096538021482,False,False
0409-1283-37,Hydromorphone Hydrochloride Injection,Injection,"Hydromorphone Hydrochloride, Injection, 1 mg/1 mL (NDC 0409-1283-37)","Hospira, Inc., a Pfizer Company",2017-10-31,2026-03-27,,Unavailable,Current,Other,Analgesia/Addiction,Revised,Next Delivery: May 2026; Estimated Recovery: June 2026; Shortage per Manufacturer: Manufacturing Delay,1,4,1,26,3.295836866004329,False,False
0009-3073-01,Methylprednisolone Acetate Injection,Injection,"Depo-medrol, Injection, 40 mg/1 mL (NDC 0009-3073-01)",Pfizer Inc.,2021-12-15,2026-03-27,,Available,Current,Unavailable,Rheumatology,Reverified,,0,5,1,23,3.1780538303479458,False,False
0409-1174-10,Dexmedetomidine Hydrochloride Injection,Injection,"Precedex, Injection, 400 mcg/100 mL (4 mcg/mL) (NDC 0409-1174-10)",Pfizer Inc.,2020-04-10,2026-03-27,,Available,Current,Unavailable,Anesthesia,Reverified,,0,14,1,52,3.970291913552122,False,False
0409-6637-14,Sodium Bicarbonate Injection,Injection,"Sodium Bicarbonate, Injection, 50 mEq/50 mL (8.4%, 1 mEq/mL) Syringes (NDC 0409-6637-14)","Hospira, Inc., a Pfizer Company",2017-03-01,2026-03-27,,Unavailable,Current,Discontinuation of the manufacture of the drug,"Endocrinology/Metabolism, Gastroenterology, Pediatric",Reverified,Discontinuation of the manufacture of the drug,1,5,2,19,2.995732273553991,False,False
0409-9094-31,Fentanyl Citrate Injection,Injection,"Fentanyl Citrate, Injection, 1000 mcg/20 mL (50 ug/1 mL) (NDC 0409-9094-31)","Hospira, Inc., a Pfizer Company",2012-01-01,2026-03-27,,Limited Availability,Current,Other,"Analgesia/Addiction, Pediatric",Revised,Limited Supply Available. Next Delivery and Estimated Recovery: June 2026; Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,1,3,1,19,2.995732273553991,False,False
0409-9046-01,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Injection,"Bupivacaine Hydrochloride And Epinephrine, Injection, 250 mg/50 mL (5 mg/mL) (NDC 0409-9046-01)","Hospira, Inc., a Pfizer Company",2018-02-20,2026-03-27,,Unavailable,Current,Other,Anesthesia,Revised,Next Delivery and Estimated Recovery: December 2028; Shortage per Manufacturer: Manufacturing Delay,1,2,1,20,3.044522437723423,False,False
0409-4887-10,Sterile Water Injection,Injection,"Sterile Water, Injection, 1 mL/1 mL (NDC 0409-4887-10)","Hospira, Inc., a Pfizer Company",2021-11-23,2026-03-27,,Available,Current,Unavailable,Other,Reverified,,0,5,1,12,2.5649493574615367,False,False
0409-2344-01,Dobutamine Hydrochloride Injection,Injection,"Dobutamine Hydrochloride, Injection, 250 mg/20mL (12.5 mg/1 mL) (NDC 0409-2344-01)","Hospira, Inc., a Pfizer Company",2017-11-06,2026-03-27,,Available,Current,Unavailable,"Cardiovascular, Pediatric, Renal",Reverified,,0,4,1,11,2.4849066497880004,False,False
0409-6695-02,Etomidate Injection,Injection,"Amidate, Injection, 2 mg/mL (NDC 0409-6695-02)","Hospira, Inc., a Pfizer Company",2022-10-05,2026-03-27,,Available,Current,Unavailable,Anesthesia,Reverified,,0,6,1,19,2.995732273553991,False,False
0409-4902-34,Dextrose Monohydrate 50% Injection,Injection,"Dextrose Monohydrate 50%, Injection, 25 g/50 mL (NDC 0409-4902-34)","Hospira, Inc., a Pfizer Company",2022-01-13,2026-03-27,,Unavailable,Current,Discontinuation of the manufacture of the drug,"Endocrinology/Metabolism, Gastroenterology, Pediatric",Reverified,Discontinuation of the manufacture of the drug,1,2,2,5,1.791759469228055,False,False
0009-3051-02,Clindamycin Phosphate Injection,Injection,"Cleocin Phosphate, Injection, 300 mg/2 mL (150 mg/mL) (NDC 0009-3051-02)",Pfizer Inc.,2023-03-21,2026-03-27,,Unavailable,Current,Demand increase for the drug,Anti-Infective,Revised,Next Delivery: July 2026; Estimated Recovery: September 2026,1,4,1,20,3.044522437723423,False,False
0409-6102-26,Furosemide Injection,Injection,"Furosemide, Injection, 40 mg/4 mL (10 mg/1 mL) (NDC 0409-6102-26)","Hospira, Inc., a Pfizer Company",2020-04-07,2026-03-27,,Unavailable,Current,Other,Cardiovascular,Revised,Next Delivery and Estimated Recovery: December 2027; Shortage per Manufacturer: Manufacturing Delay,1,9,1,33,3.5263605246161616,False,False
0409-9137-05,Lidocaine Hydrochloride Injection,Injection,"Lidocaine Hydrochloride Preservative Free In Plastic Container, Injection, 50 mg/5mL (1%, 10 mg/1 mL) Syringes (NDC 0409-9137-05)","Hospira, Inc., a Pfizer Company",2012-02-22,2026-03-27,,Available,Current,Unavailable,"Anesthesia, Pediatric",Reverified,,0,10,1,70,4.2626798770413155,False,False
61703-339-22,Carboplatin Injection,Injection,"Carboplatin, Injection, 150 mg/15 mL (10 mg/mL) (NDC 61703-339-22)","Hospira, Inc., a Pfizer Company",2023-04-28,2026-03-27,,Available,Current,Unavailable,Oncology,Reverified,,0,8,1,29,3.4011973816621555,False,False
0409-7875-12,Dexmedetomidine Hydrochloride Injection,Injection,"Precedex, Injection, 1000 mcg/250 mL (NDC 0409-7875-12)",Pfizer Inc.,2020-04-10,2026-03-27,,Available,Current,Unavailable,Anesthesia,Reverified,,0,14,1,52,3.970291913552122,False,False
61703-339-18,Carboplatin Injection,Injection,"Carboplatin, Injection, 50 mg/5 mL (10 mg/mL) (NDC 61703-339-18)","Hospira, Inc., a Pfizer Company",2023-04-28,2026-03-27,,Available,Current,Unavailable,Oncology,Reverified,,0,8,1,29,3.4011973816621555,False,False
0409-9045-17,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Injection,"Bupivacaine Hydrochloride and Epinephrine, Injection, 150 mg/30 mL (5 mg/mL) (NDC 0409-9045-17)","Hospira, Inc., a Pfizer Company",2018-02-20,2026-03-27,,Unavailable,Current,Other,Anesthesia,Revised,Next Delivery and Estimated Recovery: December 2028; Shortage per Manufacturer: Manufacturing Delay,1,2,1,20,3.044522437723423,False,False
0409-1596-10,Dexmedetomidine Hydrochloride Injection,Injection,"Precedex, Injection, 400 mcg/100 mL (4 mcg/mL) (NDC 0409-1596-10)",Pfizer Inc.,2020-04-10,2026-03-27,,Available,Current,Unavailable,Anesthesia,Reverified,,0,14,1,52,3.970291913552122,False,False
